,name,host_id,host_name,host_location,latitude,longitude,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,amenities,first_review,last_review,license,hosts_time_as_user_years,hosts_time_as_host_years,host_listings_count,accommodates,bathrooms,bedrooms,beds,reviews_per_month,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count
10,Sagrada Familia Clot Patio - Wifi/Private/Clean,400154,Mireia,"Vilassar de Mar, Spain",41.40682,2.18649,t,t,t,el Clot,Sant Martí,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Private entrance"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Crib - available upon request"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Paid parking lot off premises"", ""Bathtub"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Cooking basics"", ""Backyard"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Standalone high chair - available upon request"", ""Shower gel"", ""Host greets you"", ""Iron"", ""Essentials"", ""Outdoor furniture"", ""Bidet""]",2012-01-07,2026-06-16,Spain - National registration number<br />ESFCTU00000807300091781600000000000000000HUTB-0000835<br /><br />Barcelona - Regional registration number<br />HUTB-000083,15.0,15.0,10.0,3.0,1.0,3.0,3.0,0.86,179.67,3.0,330.0,330.0,3.7,330.0,4,20,50,105,151.0,28.0,1.0,25.0,168,30185.0,4.55,4.64,4.48,4.9,4.91,4.79,4.43,10.0
11,Parc Montjuic HUTB-004026 58,431839,Xavier,"Barcelona, Spain",41.37371,2.16706,t,t,t,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Hot water kettle"", ""Dryer"", ""Freezer"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Microwave"", ""Elevator"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Iron"", ""Essentials""]",2011-05-24,2026-06-09,Barcelona - Regional registration number<br />HUTB-004026<br /><br />Spain - National registration number<br />ESFCTU00000806900038622600000000000000HUTB-004026 582,15.0,15.0,1.0,5.0,1.0,3.0,3.0,1.2,156.11,7.0,1125.0,1125.0,7.0,1125.0,1,6,16,33,5.0,18.0,2.0,16.0,252,39340.0,4.7,4.78,4.74,4.84,4.88,4.74,4.66,1.0
12,Modernist aparment in the heart of the city,3556337,Alejandro,"Barcelona, Spain",41.39224,2.17806,t,t,t,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Crib"", ""Dishes and silverware"", ""Pets allowed"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Smart lock"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Conditioner"", ""Shower gel"", ""Iron"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets"", ""Noise decibel monitors on property""]",2011-11-10,2026-06-03,Barcelona - Regional registration number<br />HUTB-002215<br /><br />Spain - National registration number<br />ESFCTU00000805400030100300000000000000HUTB-002215-959,13.0,13.0,90.0,3.0,1.0,1.0,2.0,2.62,217.0,2.0,999.0,999.0,3.0,999.0,7,25,47,279,5.0,2.0,3.0,1.0,255,55335.0,4.79,4.86,4.79,4.91,4.92,4.94,4.7,89.0
13,002. Alió 2 Apartment,396363,Alcam Apartments,"Barcelona, Spain",41.40271,2.16646,f,t,t,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire rental unit,Entire home/apt,"[""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Pets allowed"", ""Heating"", ""Laundromat nearby"", ""Bed linens"", ""Hangers"", ""Electric stove"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Baby bath"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Smart lock"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Iron"", ""Pocket wifi"", ""Self check-in"", ""Essentials"", ""Noise decibel monitors on property""]",2012-07-16,2026-04-30,Spain - National registration number<br />ESFCTU000008057000631118000000000000000HUTB-003671797<br /><br />Barcelona - Regional registration number<br />HUTB-003671,15.0,15.0,62.0,4.0,1.0,1.0,2.0,0.62,207.0,1.0,1125.0,1125.0,2.6,1003.2,18,46,76,351,106.0,14.0,0.0,16.0,84,17388.0,4.26,4.42,4.33,4.8,4.49,4.74,4.13,42.0
14,Design Apartment Sagrada Familia / Shared Terrace,567180,Sandra,"Barcelona, Spain",41.40653,2.1746,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Clothing storage: closet and dresser"", ""Exercise equipment: elliptical, stationary bike, treadmill, yoga mat"", ""Dishes and silverware"", ""Coffee"", ""Paid parking off premises"", ""First aid kit"", ""Crib - available upon request"", ""Central heating"", ""Smoke alarm"", ""Doorman"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Exterior security cameras on property"", ""Housekeeping - available at extra cost"", ""Outdoor dining area"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Shampoo"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Window guards"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Body soap"", ""Hot water"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Standalone high chair - available upon request"", ""Shower gel"", ""Park view"", ""Iron"", ""Room-darkening shades"", ""Shared gym in building"", ""Pocket wifi"", ""Self check-in"", ""Keypad"", ""Safe"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture""]",2011-06-21,2026-06-15,Spain - National registration number<br />ESHFTU00000805800052263501800000000000000HUTB-0003296<br /><br />Barcelona - Regional registration number<br />HUTB-000329,15.0,15.0,6.0,8.0,2.0,3.0,6.0,0.88,414.0,1.0,100.0,100.0,1.6,67.4,17,47,75,174,161.0,22.0,1.0,13.0,132,54648.0,4.5,4.54,4.59,4.63,4.65,4.87,4.46,6.0
15,Apartamento en la Playa de Poble Nou,664196,Teresa,"Barcelona, Spain",41.39787,2.20429,t,t,t,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Hot water kettle"", ""Private entrance"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Paid parking garage off premises"", ""Dishes and silverware"", ""Pets allowed"", ""Children\u2019s dinnerware"", ""Coffee"", ""Shared beach access \u2013 Beachfront"", ""Free street parking"", ""Babysitter recommendations"", ""Central heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Window AC unit"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Coffee maker: drip coffee maker, espresso machine, Nespresso"", ""Portable fans"", ""Waterfront"", ""Dedicated workspace"", ""Other stainless steel electric stove"", ""Cleaning available during stay"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Ceiling fan"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Wine glasses"", ""Blender"", ""Cooking basics"", ""Backyard"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Outlet covers"", ""Host greets you"", ""Shower gel"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Portable air conditioning"", ""Extra pillows and blankets"", ""Outdoor furniture""]",2011-10-05,2026-06-20,Barcelona - Regional registration number<br />HUTb-005204<br /><br />Spain - National registration number<br />ESFCTU00000807200028027200000000000000000HUTB-0052047,15.0,14.0,1.0,6.0,1.5,3.0,3.0,1.26,310.51,1.0,330.0,330.0,1.0,330.0,15,24,54,234,5.0,37.0,5.0,1.0,222,68933.0,4.74,4.8,4.75,4.75,4.85,4.88,4.64,1.0
16,"double Room A -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,"Barcelona, Spain",41.38832,2.12201,t,t,t,Pedralbes,Les Corts,Private room in rental unit,Private room,"[""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Pets allowed"", ""First aid kit"", ""Single level home"", ""Doorman"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Portable fans"", ""Dedicated workspace"", ""Bathtub"", ""Indoor fireplace: electric"", ""Microwave"", ""Drying rack for clothing"", ""Elevator"", ""Wifi"", ""Bidet"", ""Coffee maker"", ""Ceiling fan"", ""Luggage dropoff allowed"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""Iron"", ""Books and reading material"", ""Essentials"", ""Extra pillows and blankets"", ""Varia body soap""]",2011-09-25,2026-05-20,Barcelona - Regional registration number<br />Exempt - seasonal rental<br /><br />Spain - National registration number<br />ESHFNT00000806000011522900400000000000000000000000008,15.0,15.0,3.0,1.0,1.0,2.0,1.0,0.84,51.12,32.0,1125.0,1125.0,32.0,1125.0,28,58,88,363,150.0,7.0,0.0,11.0,255,13036.0,4.64,4.62,4.58,4.81,4.79,4.8,4.63,3.0
17,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,"Colon, Panama",41.38189,2.15857,f,t,t,Sant Antoni,Eixample,Private room in rental unit,Private room,"[""Hot water kettle"", ""Crib"", ""Clothing storage: closet and dresser"", ""Dishes and silverware"", ""First aid kit"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Hangers"", ""Portable fans"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Paid parking on premises"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Iron"", ""Room-darkening shades"", ""Essentials""]",2011-07-04,2026-06-13,Sin licencia registrada,15.0,15.0,1.0,2.0,1.0,2.0,1.0,0.3,131.0,3.0,365.0,365.0,3.0,365.0,23,53,61,61,55.0,14.0,3.0,1.0,84,11004.0,4.33,4.8,4.55,4.8,4.54,4.68,4.06,1.0
18,Penthouse near Picasso Museum,701493,Isabel,"Zaragoza, Spain",41.38516,2.17945,t,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Paid parking off premises"", ""Pets allowed"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Portable fans"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Ceiling fan"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Clothing storage: closet"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture""]",2011-10-10,2023-12-04,Spain - National registration number<br />ESFCNT00000805400000857500000000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,15.0,15.0,2.0,2.0,1.0,1.0,1.0,0.28,59.59,32.0,360.0,360.0,32.0,360.0,2,2,3,83,50.0,0.0,0.0,0.0,0,0.0,4.75,4.79,4.6,4.83,4.86,4.81,4.67,1.0
19,1 Room INDIVIDUAL in Barcelona,711907,Antuan,"Barcelona, Spain",41.42337,2.1749,t,t,t,el Guinardó,Horta-Guinardó,Private room in rental unit,Private room,"[""Gas stove"", ""Freezer"", ""Dishes and silverware"", ""Paid parking off premises"", ""Free street parking"", ""First aid kit"", ""Smoke alarm"", ""Portable heater"", ""Laundromat nearby"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Waterfront"", ""Portable fans"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Shared beach access"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Host greets you"", ""Clothing storage: closet"", ""Smoking allowed"", ""Outdoor playground"", ""Pocket wifi"", ""Books and reading material"", ""Essentials"", ""Extra pillows and blankets"", ""Bidet""]",2015-05-14,2025-11-06,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,15.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,16.92,31.0,1125.0,1125.0,31.0,1125.0,16,25,25,226,136.0,3.0,0.0,4.0,186,3147.0,4.27,4.53,4.8,4.74,4.55,4.6,4.38,1.0
20,Sagrada Familia Clot Atico - Wifi/Private/Clean,400154,Mireia,"Vilassar de Mar, Spain",41.40671,2.18592,t,t,t,el Clot,Sant Martí,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Crib - available upon request"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid parking lot off premises"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Standalone high chair - available upon request"", ""Shower gel"", ""Host greets you"", ""Iron"", ""Essentials""]",2013-05-27,2026-06-20,Spain - National registration number<br />ESFCTU00000807300091789200000000000000000HUTB-0046639<br /><br />Barcelona - Regional registration number<br />HUTB-004663,15.0,15.0,10.0,3.0,1.0,2.0,2.0,1.07,228.24,2.0,330.0,330.0,3.6,324.7,5,14,39,94,171.0,34.0,3.0,34.0,204,46561.0,4.81,4.85,4.79,4.91,4.94,4.82,4.59,10.0
21,Sagrada Familia Clot Vista - Wifi/Private/Clean,400154,Mireia,"Vilassar de Mar, Spain",41.40681,2.18553,t,t,t,el Clot,Sant Martí,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Coffee"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid parking lot off premises"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""High chair"", ""Iron"", ""Essentials""]",2018-08-19,2026-06-02,Spain - National registration number<br />ESFCTU00000807300091788500000000000000000HUTB-0046648<br /><br />Barcelona - Regional registration number<br />HUTB-004664,15.0,15.0,10.0,3.0,1.0,2.0,2.0,1.16,177.6,3.0,330.0,330.0,3.7,330.0,5,12,35,86,111.0,23.0,2.0,27.0,138,24509.0,4.76,4.79,4.75,4.94,4.95,4.83,4.59,10.0
22,Classic Flat near Sagrada Familia / Shared terrace,567180,Sandra,"Barcelona, Spain",41.40653,2.17455,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Garden view"", ""Clothing storage: closet and dresser"", ""Exercise equipment: elliptical, stationary bike, treadmill, yoga mat"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Coffee"", ""Paid parking off premises"", ""First aid kit"", ""Crib - available upon request"", ""Central heating"", ""Smoke alarm"", ""Doorman"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Exterior security cameras on property"", ""Housekeeping - available at extra cost"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Shampoo"", ""Luggage dropoff allowed"", ""Window guards"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""City skyline view"", ""Body soap"", ""Hot water"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Standalone high chair - available upon request"", ""Shower gel"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""HDTV"", ""Pocket wifi"", ""Shared gym in building"", ""Self check-in"", ""Safe"", ""Keypad"", ""Essentials"", ""Extra pillows and blankets""]",2015-10-18,2026-06-17,Spain - National registration number<br />ESHFTU00000805800052263500200000000000000HUTB-0003271<br /><br />Barcelona - Regional registration number<br />HUTB-000327,15.0,15.0,6.0,8.0,1.5,3.0,6.0,0.48,354.0,1.0,100.0,100.0,1.6,67.4,7,15,27,84,62.0,19.0,2.0,15.0,114,40356.0,4.56,4.6,4.68,4.61,4.73,4.85,4.53,6.0
23,EQUIPPED DOUBLE ROOM WIFI CASANOVA,880805,Miguel,"Barcelona, Spain",41.38271,2.16032,f,t,t,Sant Antoni,Eixample,Private room in rental unit,Private room,"[""Wifi"", ""Elevator"", ""TV with standard cable"", ""Heating""]",2011-09-23,2015-06-17,Sin licencia registrada,14.0,14.0,1.0,1.0,1.0,1.0,1.0,0.16,142.0,1.0,5.0,5.0,1.0,5.0,30,38,68,343,29.0,0.0,0.0,0.0,0,0.0,4.63,4.52,4.34,4.86,4.86,4.9,4.62,1.0
24,"Céntric, Balconies & City view- Feel Heart of BCN",366654,Watermelon Barcelona Apartments,"Barcelona, Spain",41.39316177368164,2.175757884979248,f,t,t,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Dryer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Pets allowed"", ""First aid kit"", ""Smoke alarm"", ""Doorman"", ""Heating"", ""Stove"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Dedicated workspace"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Iron"", ""Essentials""]",2011-10-11,2026-06-07,Barcelona - Regional registration number<br />hutb-005119<br /><br />Spain - National registration number<br />ESFCTU00000805400013570700000000000000HUTB-005119-946,15.0,15.0,2.0,6.0,2.0,3.0,4.0,0.78,177.7,2.0,90.0,90.0,2.7,90.0,4,25,39,289,139.0,6.0,1.0,8.0,36,22068.0,4.68,4.62,4.83,4.85,4.79,4.83,4.49,2.0
25,Apartment with large terrace,919480,Elisa,"Barcelona, Spain",41.39063,2.12473,f,t,t,Pedralbes,Les Corts,Private room in rental unit,Private room,"[""Air conditioning"", ""Pets allowed"", ""Pool"", ""Doorman"", ""Free parking on premises"", ""Wifi"", ""TV with standard cable"", ""Smoking allowed"", ""Dryer"", ""Kitchen"", ""Washer"", ""Elevator"", ""Heating""]",2016-06-09,2016-06-09,Sin licencia registrada,14.0,14.0,1.0,2.0,1.0,2.0,2.0,0.01,177.67,7.0,15.0,15.0,7.0,15.0,0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,1.0
26,"Large patio, 4 baths (3 en-suite), 19th c, central",953719,Julia,"Barcelona, Spain",41.38842,2.16108,t,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Central air conditioning"", ""Courtyard view"", ""Children\u2019s books and toys"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s dinnerware"", ""Coffee"", ""Paid parking off premises"", ""Board games"", ""Smoke alarm"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Beach essentials"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Rice maker"", ""Hair dryer"", ""Toaster"", ""42 inch HDTV with Netflix, Amazon Prime Video, standard cable"", ""Dedicated workspace"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Blender"", ""Coffee maker: Nespresso, pour-over coffee"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Fire extinguisher"", ""Refrigerator"", ""Outlet covers"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Smoking allowed"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Conditioner""]",2011-09-28,2026-06-06,Barcelona - Regional registration number<br />HUTB-005067<br /><br />Spain - National registration number<br />ESFCTU00000805600003287100000000000000000HUTB-0050670,14.0,14.0,2.0,8.0,1.0,2.0,5.0,2.93,177.7,1.0,60.0,60.0,4.4,60.0,6,17,38,286,5.0,2.0,2.0,1.0,255,4900.0,4.96,4.94,4.93,4.99,4.97,4.94,4.91,2.0
27,STUNNING sea view + pool Barcelona!,971768,Laura Estel,"Barcelona, Spain",41.40805,2.21487,f,t,t,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Entire rental unit,Entire home/apt,"[""Dryer"", ""Oven"", ""Dishes and silverware"", ""Pets allowed"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Pool view"", ""Waterfront"", ""Exterior security cameras on property"", ""Gym"", ""Sea view"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Beach view"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""High chair"", ""Iron"", ""Shared pool"", ""Noise decibel monitors on property""]",2012-04-26,2026-06-06,Spain - National registration number<br />ESFCTU00000807200054412100000000000000000HUTB-0009269<br /><br />Barcelona - Regional registration number<br />HUTB-009269,14.0,14.0,17.0,8.0,2.0,2.0,6.0,0.86,425.0,2.0,365.0,365.0,3.1,365.0,8,8,18,271,148.0,17.0,2.0,15.0,102,43350.0,4.74,4.85,4.6,4.78,4.87,4.82,4.65,11.0
28,Amazing Loft in BCN Center,1013855,Alejandro,"Barcelona, Spain",41.39877,2.15887,t,t,t,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Coffee maker: drip coffee maker, espresso machine"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Pets allowed"", ""Portable heater"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Electric stove"", ""Hair dryer"", ""Toaster"", ""32 inch HDTV"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""Smart lock"", ""City skyline view"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Shower gel"", ""Clothing storage: closet"", ""Cleaning products"", ""Iron"", ""Self check-in"", ""Safe"", ""Essentials""]",2011-12-05,2026-05-31,Spain - National registration number<br />ESFCTU00000806600003878000000000000000000HUTB-0043159<br /><br />Barcelona - Regional registration number<br />HUTB-004315,14.0,14.0,6.0,4.0,1.0,2.0,2.0,2.02,183.5,2.0,1125.0,1125.0,3.5,1125.0,5,8,15,69,5.0,44.0,1.0,1.0,255,46793.0,4.74,4.8,4.78,4.78,4.86,4.9,4.7,4.0
29,"Bright, comfy, central and with character",1014050,Minerva,"Barcelona, Spain",41.37203,2.16343,t,t,t,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Kitchen"", ""Shampoo"", ""Washer"", ""Essentials"", ""Microwave"", ""TV"", ""Private patio or balcony"", ""Coffee maker"", ""Hair dryer"", ""Iron"", ""Wifi"", ""Lockbox"", ""Stove"", ""Heating"", ""Smoke alarm"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""First aid kit"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Dishwasher"", ""Smoking allowed""]",2011-11-06,2025-08-31,Barcelona - Regional registration number<br />HUTB-009804<br /><br />Spain - National registration number<br />ESFCTU00000806900003703600000000000000HUTB-009804-558,14.0,14.0,2.0,2.0,1.0,1.0,2.0,1.01,187.33,3.0,365.0,365.0,3.0,365.0,1,14,14,14,181.0,8.0,0.0,14.0,48,8992.0,4.9,4.94,4.87,4.94,4.99,4.89,4.81,1.0
